,Sentiment,TwitterID,Date,QueryType,UserID,Tweet
15,4,2063206282,Sun Jun 07 01:45:30 PDT 2009,NO_QUERY,NKFan1,@jesslina I know it....but I'll give someone else a shot this time 
16,4,1979582688,Sun May 31 03:40:14 PDT 2009,NO_QUERY,Ruth4545,"@Fudge44 I think i feel ok about becoming 40, i was a lot worse when i was hitting 30 "
17,4,2062504242,Sat Jun 06 23:25:29 PDT 2009,NO_QUERY,vollfied,Time for new iPhone. GG  http://bit.ly/bQPvC
18,4,1989816189,Mon Jun 01 02:54:48 PDT 2009,NO_QUERY,natalieshaw3,@_ctchmeifyoucn play DS? I'm eating yummy gobstoppers 
19,4,2016660078,Wed Jun 03 07:09:07 PDT 2009,NO_QUERY,bigbrobot,Looking forward to BB10 tomorrow  http://bit.ly/JY4UI http://bit.ly/KLvVd http://bit.ly/11gOpi http://bit.ly/t7v... http://bit.ly/odRyS
20,0,1996635319,Mon Jun 01 15:25:20 PDT 2009,NO_QUERY,vicsilverthorn,Soooooo tired! Just heading home from work...still haven't packed 
21,4,2047925039,Fri Jun 05 14:23:21 PDT 2009,NO_QUERY,LeBomba,@thejohnblog Hmm kind of warm and squissy. This is a M&amp;M right? 
22,4,1881263106,Fri May 22 04:08:04 PDT 2009,NO_QUERY,AndersRask,"@rprakashg i use Nike+ to auto-twitter my runs  yeah, theres *alot* of sites out there to map runs. Will check out mapmyfitness."
23,4,1976383328,Sat May 30 17:12:29 PDT 2009,NO_QUERY,mentorAH,http://mentorangela.blogspot.com/  Please read and bookmark 
24,0,1686550851,Sun May 03 05:53:57 PDT 2009,NO_QUERY,emmalleeee, enough said.
25,4,1770654123,Mon May 11 21:53:37 PDT 2009,NO_QUERY,ilovesweat,"@MeiNg oh, i did utkatasana last year~i just deleted all of last year's youtube videos today~i'll do standing series poses next week "
26,0,1759502270,Sun May 10 19:21:17 PDT 2009,NO_QUERY,jtkmoonroofs,@jabbar_ yeah dude! I wish I had that flip mino with me right now! 
27,4,1963531852,Fri May 29 12:51:54 PDT 2009,NO_QUERY,deziisdopex3,Cleaning and packing. Mission impossible 
28,0,2323028465,Wed Jun 24 23:45:46 PDT 2009,NO_QUERY,ingyg,@Prinbird im good ty got to go to work 2day  and someone has stole the sun!!
29,0,2265244077,Sun Jun 21 06:08:10 PDT 2009,NO_QUERY,Dr_Mike_FP,"@semenovich Great Videop Anna,you look AWSOME.I would love to buy a copy of that Maxim with you in it.They don't sell Russian Maxim here "
30,0,2051446112,Fri Jun 05 22:02:27 PDT 2009,NO_QUERY,donnied4me,WOW Friday night sittin alone in the basement playin solitare wishin i was in VA Beach 
31,4,1977882011,Sat May 30 21:55:27 PDT 2009,NO_QUERY,Tracker1972,"@miketually must be the &quot;excitement&quot; of going back to, well, don't want to say it, but that place tomorrow "
32,4,2014021460,Wed Jun 03 00:13:53 PDT 2009,NO_QUERY,Dr_Touch,For Cocoapedia.com login please email oliver at Drobnik.com: preferred username and proof of existence for your mac/iphone apps. Or else. 
33,0,2261390293,Sat Jun 20 20:43:02 PDT 2009,NO_QUERY,tramnluong,@PaulTTran that is terrible! So sorry  The world is a scary place.
34,4,2060750273,Sat Jun 06 19:30:23 PDT 2009,NO_QUERY,annaberger,"@kivus Ha - I know, look what happened to me. Geez. I will remark I have still been surprisingly productive, though.  !"
35,4,2001846584,Tue Jun 02 02:16:37 PDT 2009,NO_QUERY,OfraBarOr,"@kfirpravda @ahoova I prefer twitte in Hebrew, some expressions make sense only in Hebrew… but I do my best to twitte in English "
36,4,1827821212,Sun May 17 11:31:01 PDT 2009,NO_QUERY,theacademyisnt,@mariahaesthetic I love how you're tweeting to your mom haha! &lt;3 I'm coming to Arizona to see you someday 
37,0,1751177114,Sat May 09 18:50:49 PDT 2009,NO_QUERY,AnnitaDarling,"Did we just have an earthquake? I felt a quick, strong push... all of these quake flurries must be mounting to something big... "
38,4,1997950271,Mon Jun 01 17:44:19 PDT 2009,NO_QUERY,Amorybell,Amor and Psyche 
39,0,2016026206,Wed Jun 03 06:01:19 PDT 2009,NO_QUERY,thesunalsosets,"Lucys being so good in the car, like its natural for her, I feel bad driving her to get cut open "
40,0,2216337881,Wed Jun 17 19:21:03 PDT 2009,NO_QUERY,xokay22ox,cant find Rambo 
41,4,2055274354,Sat Jun 06 09:01:16 PDT 2009,NO_QUERY,JohnBatDell,Spiro's closes down for good. Me: Now I can hit Elysium without fearing stray gunfire  http://tinyurl.com/pqoa7x
42,4,1468435043,Tue Apr 07 01:39:01 PDT 2009,NO_QUERY,PassinTime,"@Schofe I hope when you cover twitter you'll do how the press are trying to hound celebs for their twitterings, re@Wossy &amp; @rustyrockets "
43,4,1972453619,Sat May 30 09:15:15 PDT 2009,NO_QUERY,belleXrose,beautiful day  shame im inside xD
44,4,1792616369,Wed May 13 23:41:10 PDT 2009,NO_QUERY,ChasTaylor,"@kathyfoley @kieranmurphy Gosh, is she pretty, I was so taken by the song I hadn't noticed "
45,0,1688895628,Sun May 03 12:09:51 PDT 2009,NO_QUERY,kashleyk1,it's already 12....half the days over already 
46,0,2296491439,Tue Jun 23 09:14:59 PDT 2009,NO_QUERY,Ebonyxoxo,is soooo bored. gawd. today's been crap  grrr.... me no happy lol XD
47,4,2189619685,Tue Jun 16 00:28:31 PDT 2009,NO_QUERY,edzayz,@TessaElle im rreplying  wow. i get it now. ;D
48,0,1969609643,Sat May 30 00:36:02 PDT 2009,NO_QUERY,cdothill,@AGirlNamedFee omg... I'm soooo not ready to call it a night 
49,0,2194307291,Tue Jun 16 09:37:10 PDT 2009,NO_QUERY,fishdirt,Now 2009 numbers...wow Batman looks bad   http://bit.ly/ADB4l  I think the comic industry should become a marketing experiment for Harvard
50,4,2015314888,Wed Jun 03 04:19:43 PDT 2009,NO_QUERY,danupoyner,"@wendyldavis I do. Believe me, I do. I'm not even watching "
51,0,2205013934,Wed Jun 17 03:43:52 PDT 2009,NO_QUERY,gashiya,"@CandiceCordeiro @mrshefcodes haha! I'd love to jump on a plane and party it up but I have this thing called work, and no leave "
52,0,2186826913,Mon Jun 15 19:23:41 PDT 2009,NO_QUERY,ewiller,@temptingmama bad news. No Chick Fil A in Chicago. I wanted to try it! 
53,4,1988723975,Sun May 31 23:11:22 PDT 2009,NO_QUERY,lauraleethatsme,"running in kensington gardens is gorgeous  !!  kensington palace, fountains, ponds, flowers, peter pan. queen victoria statue. amazing."
54,0,1980158102,Sun May 31 05:53:11 PDT 2009,NO_QUERY,OkamiShiro,@Glinner That's a shame  Have been stuck indoors myself up until now... Am now off up to the allotment to commune with nature...
55,0,2053736784,Sat Jun 06 05:32:44 PDT 2009,NO_QUERY,iyaitssuzanne,Deffinatly havin one ov my bad days 
56,4,2052084537,Fri Jun 05 23:36:56 PDT 2009,NO_QUERY,triciabel,@spaaaam i hope im on the list.  haha
57,4,1558213912,Sun Apr 19 07:39:28 PDT 2009,NO_QUERY,m00ns,PAIN - Shut your mouth / Hate them mornings when the only thing u wanted was some milk   http://chilp.it/?c3f236
58,4,1679731488,Sat May 02 10:02:57 PDT 2009,NO_QUERY,DeniseFerrara,Working 3-12 at Nico with miss G .. Come visit us 
59,0,1988681752,Sun May 31 23:04:18 PDT 2009,NO_QUERY,JackAttack2501,Trying to find a way to justify a US$2000 #timhamilton jacket. Not having much luck 
60,0,1880835135,Fri May 22 02:40:26 PDT 2009,NO_QUERY,robsteadman,@astropixie I used to get tonsilitis loads as a kid - not nice 
61,4,1974576840,Sat May 30 13:25:03 PDT 2009,NO_QUERY,keza34,@namakemono49 thought that was why.lol 
62,0,2223518365,Thu Jun 18 08:22:29 PDT 2009,NO_QUERY,Writermind,at the SAME TIME as when you actually sneeze! Freaking amateurs man! (shaking my head) 
63,0,1985496029,Sun May 31 17:12:53 PDT 2009,NO_QUERY,MarkNeilson,@DudeNdaEaseOnUp :O:O how did u find out i said tht? :|  nd awhh man i fought i was rite  tottaly just killed my theory
64,0,2250996636,Sat Jun 20 02:06:47 PDT 2009,NO_QUERY,SexxiiTyff,I cant sleep 
65,4,1676934839,Fri May 01 23:46:30 PDT 2009,NO_QUERY,bearlovesfuffo,Just finished talking with the people in Vegas! 
66,4,2000891917,Mon Jun 01 23:14:39 PDT 2009,NO_QUERY,rajeshs142,@csathya http://bit.ly/lgt4E  ..from your blog..fix it 
67,0,1553486808,Sat Apr 18 14:23:55 PDT 2009,NO_QUERY,bpdobson,@Lhasapso Yep.  Hang on a sec...
68,4,2177820832,Mon Jun 15 06:45:24 PDT 2009,NO_QUERY,jayarezee,I'm starting off a new week with a fresh outlook.  I'm sure this will last. 
69,0,1976712103,Sat May 30 18:50:38 PDT 2009,NO_QUERY,kimbrundrit,one of my teachers just died!! 
70,4,1977366682,Sat May 30 20:49:24 PDT 2009,NO_QUERY,LuiiZza,@Mileyc1fan it's just the true i like them alot!! 
71,4,1992092663,Mon Jun 01 08:11:08 PDT 2009,NO_QUERY,SassyDiva74,"@Trulyfeminine76 HEY HEY, THIS IS NESOLDIER74 FROM THE NEFC "
72,4,2190150043,Tue Jun 16 01:54:45 PDT 2009,NO_QUERY,Wiiloveit,@smoshian My bad - tweetdeck didn't count your followers correctly. Turns out YOU've beaten HIM. Go you! You always were my favourite 
73,0,2015038639,Wed Jun 03 03:30:32 PDT 2009,NO_QUERY,pallmallmedia,Back to business... without the sunshine 
74,4,1932670486,Tue May 26 21:57:33 PDT 2009,NO_QUERY,macgenie,"@JeffQuestad I would use it to sync  @TextExpander snippets, if I had more than one computer. But signed up anyway.  All the cool kids..."
75,4,1975894930,Sat May 30 16:08:03 PDT 2009,NO_QUERY,gloreebe88,"@ZenMommy I know. Well, I get  a freebie every month from BB, but not new releases. hafta wait. Plus hubs is out tonight. (PS guacamole. "
76,0,2205820013,Wed Jun 17 05:30:15 PDT 2009,NO_QUERY,Cleon,@tkingdoll That's...Positively awful. 
77,0,2203040702,Tue Jun 16 22:54:34 PDT 2009,NO_QUERY,gammawaif,"@SavageMike:  although all the ladies that seem 2 be attracted 2 me freak out when they find out my age...  || Yeah, too young for me.;)"
78,0,1976687889,Sat May 30 18:46:34 PDT 2009,NO_QUERY,Wildboutbirds,@rumblepurr RUMBLES!!!THOUGHT I heard your rumblessss; cannot be of any help cause my heart feels like its broken~ 
79,4,2176549207,Mon Jun 15 04:10:00 PDT 2009,NO_QUERY,AikoHara,@AgentBooth  I think so. Isn't cool? now you can say you've fans in Europe too. (that will make a point with you VS Sully) 
80,4,1979263288,Sun May 31 02:18:03 PDT 2009,NO_QUERY,saiybahscarlet,turn right is THE sweetest song &amp; i love Black Keys. *sigh* moments like these remind me again &amp; again why i love them jonas boys &lt;3 
81,0,1979933831,Sun May 31 05:04:51 PDT 2009,NO_QUERY,saturngod,http://suhd.com need tag and category.. I can't find easily  I searching about jquery collection
82,0,1977417027,Sat May 30 20:56:20 PDT 2009,NO_QUERY,ANYEJB,lule is tokita  I am disappointed!
83,0,1990301546,Mon Jun 01 04:29:17 PDT 2009,NO_QUERY,EthanSV,Waking up this early sucks 
84,4,2191249636,Tue Jun 16 04:52:02 PDT 2009,NO_QUERY,jes1129,@airarowena wow . FAVORiTE GiRL ! haha . thanks .  misss uu . &lt;3uu . x| .
85,4,2184390723,Mon Jun 15 15:50:28 PDT 2009,NO_QUERY,yeahmoris,"if you miss pão de queijo , come back to here * kk - WE ARE COMING OKAY ? YOU PROMISSE "
86,4,1880384806,Fri May 22 01:03:04 PDT 2009,NO_QUERY,WindsDays,@DarkSabreLord I'll assume that was @ me. I'm in the process of eating them. Along with Starbucks Espresso truffles and Ferrero Rocher. 
87,0,2231742616,Thu Jun 18 18:58:15 PDT 2009,NO_QUERY,gialouise,Wants my website to work  glg242.aisites.com
88,4,2175493633,Mon Jun 15 01:08:34 PDT 2009,NO_QUERY,cheskamarie_,Its a nigga on nigga collision. Nothin' more. 
89,4,2014348513,Wed Jun 03 01:14:00 PDT 2009,NO_QUERY,CamKYKING,@MusicMistress90 haha real funny 
90,0,2002951539,Tue Jun 02 05:33:07 PDT 2009,NO_QUERY,SianySianySiany,@Matterbox But I haven't had a box at all  Signed up aaaaaaages ago.
91,4,2062786014,Sun Jun 07 00:17:35 PDT 2009,NO_QUERY,justinstanford,FireID finally launches in the Apple iPhone Appstore! Congrats team  event:http://tinyurl.com/nqzz52
92,0,1997866484,Mon Jun 01 17:35:31 PDT 2009,NO_QUERY,ChelysATL,@bbgirl92 why !  tell me about it tomorrrrrrooww? cause you know i'll like be there 
93,4,1970941986,Sat May 30 05:44:07 PDT 2009,NO_QUERY,TheBellaDestiny,@iampritty Good Morning Beautiful one 
94,4,2057041305,Sat Jun 06 12:15:38 PDT 2009,NO_QUERY,Championions,@mfhorne let us know if it's any good (Drag me to hell!)  may go &amp; see it next week....Ta 
95,4,1978359507,Sat May 30 23:07:25 PDT 2009,NO_QUERY,jon_dunn,@randizuckerberg Not having vanity URL's for nonprofits is also traumatic  Any timeline? @daveiam @cariegrls
96,4,2177100567,Mon Jun 15 05:27:01 PDT 2009,NO_QUERY,livnb,@bradiewebbstack i love you bradie and yaaaah 
97,4,1827101220,Sun May 17 09:59:55 PDT 2009,NO_QUERY,ceejay29,"puttn on my glasses gotta drive to 7 eleven to get coffee, i dnt want home made today "
98,4,1963327237,Fri May 29 12:33:20 PDT 2009,NO_QUERY,Th3PinkRabbit,can anyone throw me free money pls?  i did say pls 
99,4,1835299317,Mon May 18 05:39:45 PDT 2009,NO_QUERY,mieldavon,Purchased a copy of &quot;Film Geek Files: Quentin Tarantino&quot;. HUGE FAN. Also watched Star Trek with the family yesterday  Loved the bonding :&gt;
100,4,1693744945,Sun May 03 23:37:18 PDT 2009,NO_QUERY,xZullyZombiex,@MrsMccracken Oooh sucks. I just took a shower 
101,4,1827979949,Sun May 17 11:50:41 PDT 2009,NO_QUERY,kthompso,i so appreciate http://biblegateway.com great free resource 
102,4,2193577870,Tue Jun 16 08:38:52 PDT 2009,NO_QUERY,stephmartinez,@OHTristaN it's sunoudy 
103,0,2260747545,Sat Jun 20 19:42:42 PDT 2009,NO_QUERY,Zakootieso10,At the summer solstice jawn at the Kimmel Center. No reception in here 
104,4,1969397776,Fri May 29 23:54:45 PDT 2009,NO_QUERY,judez_xo,@TheRealJoelted you have a pic 
105,0,2254096826,Sat Jun 20 09:13:21 PDT 2009,NO_QUERY,maellability,@UnderoathBand oh wow thats a really rad pic of @aaronrgillespie!! You guys go kick some ass at Warped! Ugh why must i live in Singapore 
106,4,2060419257,Sat Jun 06 18:52:16 PDT 2009,NO_QUERY,DemiMexicanFans,http://bit.ly/1VORA  this video is special for @ddlovato comes mexico watch it 
107,4,1936046870,Wed May 27 07:21:29 PDT 2009,NO_QUERY,ReeferMadness91,"@chyslop damn, maybe i should have tweeted after the interview, they probz wont give me as im going to maga in 2 weeks "
108,0,2061552996,Sat Jun 06 21:06:31 PDT 2009,NO_QUERY,MissRubyLaMour,"@SuperKawaiiMama oh how I would love to do tea with you! But yes, we are very far away "
109,4,2062263432,Sat Jun 06 22:45:04 PDT 2009,NO_QUERY,Aly_Morgan,"Home alone, watchin movies "
110,4,1564155734,Mon Apr 20 02:03:29 PDT 2009,NO_QUERY,sexybabe132,@avril_lavigne Hi Avril. Im Courtney &amp; Im a BIG Fan . I actually Sound like you when i sing  &amp; Yeah I love you xx WB
111,4,2053407103,Sat Jun 06 04:26:43 PDT 2009,NO_QUERY,GabbiQ,big grocery shopping with my mum 
112,4,2192814589,Tue Jun 16 07:35:19 PDT 2009,NO_QUERY,MerySunshine,I'm sooooo happy right now 
113,4,1978683649,Sun May 31 00:07:31 PDT 2009,NO_QUERY,Bailey1687,@finkyFLZ ha i'm just driving myself crazy 
114,0,2222755184,Thu Jun 18 07:24:11 PDT 2009,NO_QUERY,NATALIARAYA,Poor thing  http://gravitando.wordpress.com/2009/06/18/poor-tango-is-getting-a-shot-today/
115,4,2191701955,Tue Jun 16 05:48:33 PDT 2009,NO_QUERY,TwiCapucine,@robpat_myheroin Hiya! How are you?? 
116,4,1968726493,Fri May 29 22:04:20 PDT 2009,NO_QUERY,nikkixbee,man my stomach is a horrible mess. don't expect to get much sleep tonight. excited for the trip but also NERVOUS! 
117,4,1958126126,Fri May 29 02:45:02 PDT 2009,NO_QUERY,melly16,@skrobertson Be Back In Fivee Maybe Ten 
118,0,2208719084,Wed Jun 17 09:32:40 PDT 2009,NO_QUERY,RiyaziM,The Chair theme has had me stumped - now need to think of new way of photographing the same chair  http://is.gd/14zhO
119,0,1676303956,Fri May 01 21:39:21 PDT 2009,NO_QUERY,URwingman,Missing my baby so cutting the night short to see her. Just didn't realize I parked so far away. I feel like I'm walking across zip codes 
120,4,1678606362,Sat May 02 07:13:16 PDT 2009,NO_QUERY,hollaglam,"@ddlovato you're so lucky to meet her,Demi!,she's so beautiful "
121,4,2001077788,Mon Jun 01 23:46:35 PDT 2009,NO_QUERY,AnneLorena,"are so nice! I amtryingtofind 1979 and earlier - Vogue, Harpers and UK Queens. They are handyto date pieces "
122,4,1678363377,Sat May 02 06:27:51 PDT 2009,NO_QUERY,benbrochill17,@Tarzy  We all have the perfect one out there for us
123,0,2242265593,Fri Jun 19 11:58:44 PDT 2009,NO_QUERY,uhleeseeyuh,ahhh work at 2:45. 
124,0,2018156785,Wed Jun 03 09:31:35 PDT 2009,NO_QUERY,hollybeane,oh sausages! my plans have all been turned upside down 
125,4,1978997260,Sun May 31 01:13:40 PDT 2009,NO_QUERY,AyeHeather,DIVERSITY Woop. Loved It.      Maths Monday Morning. Can It Get Any Worse?
126,4,2001437130,Tue Jun 02 00:53:02 PDT 2009,NO_QUERY,DemiDactyl,Is Off To Watch L.A. Ink  Waa Hoo 
127,0,1694123794,Mon May 04 01:11:39 PDT 2009,NO_QUERY,Bongzy,"REVOLUTION is coming up... Cant wait, but im writing 2 Exams that morning. "
128,4,1835105988,Mon May 18 05:09:16 PDT 2009,NO_QUERY,Kirstyy09xX,@Lisa_Veronica what show you getting ready to do? how did you flight go  x
129,4,2181597486,Mon Jun 15 12:02:39 PDT 2009,NO_QUERY,hhap,did you no that bass cabs make really good tables!   eatin in stlye guys!
130,0,2248695024,Fri Jun 19 21:02:05 PDT 2009,NO_QUERY,Traceymatthews,bites on my leg driving me mad. Up to get antihistamine 
131,0,2182061223,Mon Jun 15 12:40:07 PDT 2009,NO_QUERY,StephCz,why do i watch a haunting? 
132,4,1969717370,Sat May 30 00:58:38 PDT 2009,NO_QUERY,MissBauduit,@Elle_not_Ella yeah u right thats why i didn't do it and guess what a &quot;good sir&quot; has popped into my life  but its too early to tell
133,0,2247709925,Fri Jun 19 19:30:23 PDT 2009,NO_QUERY,HorseriderJen,@Angry_Betta i know!! I was so excited with the weather report today...then we didn't get anything 
134,0,1983342273,Sun May 31 12:58:32 PDT 2009,NO_QUERY,sezykins,@Emma300 I REALLY have been thrown off FB for good now! 
135,4,2055900844,Sat Jun 06 10:09:39 PDT 2009,NO_QUERY,Earthspacetime,@bizziefan i know.. that is so stupid bizz.. glad your twitter is working again 
136,0,2011730457,Tue Jun 02 19:28:55 PDT 2009,NO_QUERY,JDoreHeights,"Reminds me of AI: Artificial Intelligence, when they went to New York in the future and it was flooded. Aww that movie was sad "
137,0,2222208425,Thu Jun 18 06:39:21 PDT 2009,NO_QUERY,katerands,I am awful at painting toe nails. It scares me too much 
138,4,1695925301,Mon May 04 07:14:50 PDT 2009,NO_QUERY,kslow22,@lilxklein i see you hannah klein!. lookin good today 
139,0,1989583681,Mon Jun 01 02:04:19 PDT 2009,NO_QUERY,NWCRF,Our shredder has died!!  anyone know where we can find  cheap but good office shredder?
140,0,2014406595,Wed Jun 03 01:25:34 PDT 2009,NO_QUERY,Tohru_kyo,Eating maoam and wishing she could get the sims 3 sooner 
141,0,1688848187,Sun May 03 12:03:28 PDT 2009,NO_QUERY,Beaniebella,@willcarling - I think u jinxed Munster yesterday Will 
142,0,1677271082,Sat May 02 01:14:15 PDT 2009,NO_QUERY,marielmilo,@blueastheskies i miss you more. 
143,0,1564041778,Mon Apr 20 01:28:30 PDT 2009,NO_QUERY,Rubyam,just got back from grocery shopping with @favelle &amp; @DkW_2023 now im home alone  spaghetti bolagnse looks good for dinner mmm
144,4,1469929356,Tue Apr 07 07:50:30 PDT 2009,NO_QUERY,Cabaal,"@rymus that's not so bad, but will security/police still stop you? "
145,4,2000269592,Mon Jun 01 21:45:23 PDT 2009,NO_QUERY,rings90,@MissIve Honey i Love you but I hope for the sake of the rest of the trip takers that list will not include backlass chaps 
146,4,1825103910,Sun May 17 04:21:39 PDT 2009,NO_QUERY,sdmix,@JamFactory I've got two blues already so I'll get involved in that mate!  I just really want the Vimto one ;) haha
147,4,1564106218,Mon Apr 20 01:48:23 PDT 2009,NO_QUERY,PRMurphy147,This is dedicated to Janeane Barofolo  #tcot ? http://blip.fm/~4mk0z
148,0,2000906659,Mon Jun 01 23:17:05 PDT 2009,NO_QUERY,penguinkisses,Pretty sure no one will notice if I just leave. Too bad I could never get away with it. 
149,4,1467899327,Mon Apr 06 22:43:10 PDT 2009,NO_QUERY,SC_global,ty  @GR8FL - soon I upload too  Emmylou Harris � I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc
150,4,2014724036,Wed Jun 03 02:28:36 PDT 2009,NO_QUERY,taptam_76,@Cookie_dav Oi! Old???? What does that make the rest of us!  Shft work could a reason.Stuffs up ya body clock for years. Rejoice the nana!
151,4,1982581476,Sun May 31 11:29:48 PDT 2009,NO_QUERY,anniebanannie21,Cant wait to see my baby later!  gonna be awesome!!
152,0,2247082341,Fri Jun 19 18:33:44 PDT 2009,NO_QUERY,CathrynMarie,@mariodaily lol i have nver seen it 
153,0,1563913968,Mon Apr 20 00:51:04 PDT 2009,NO_QUERY,PrincessSnow,@Heromancer aww that sucks! 
154,0,2068175316,Sun Jun 07 13:37:44 PDT 2009,NO_QUERY,WHiTLoW1,heading to Gmaw's... I miss my man soooo much 
155,4,2189984147,Tue Jun 16 01:26:30 PDT 2009,NO_QUERY,happysnocone,im with BECKKKYY yayyyy shes a glitter freak and we did our makeup with colored lipgloss and then cuoldnt get it off  we have 2 much fun
156,0,1932328235,Tue May 26 21:15:05 PDT 2009,NO_QUERY,ImTribute,ha @Drizzle772 i wish i got emails from eveyone that follows me but i dont 
157,4,2177296295,Mon Jun 15 05:50:50 PDT 2009,NO_QUERY,ebtichosen,please check out my flatmates band   http://www.myspace.com/cambriaofficial
158,4,1553144309,Sat Apr 18 13:29:24 PDT 2009,NO_QUERY,whatswhat_sian,@aileenwilliams Yes. Sky plus BGT and turn over 
159,4,2190677604,Tue Jun 16 03:25:00 PDT 2009,NO_QUERY,towntroniks,@yokoono Wonderful interview 
160,4,2177948301,Mon Jun 15 06:57:48 PDT 2009,NO_QUERY,jackieatDELL,It's a busy day already! www.ideastorm.com and I am taxi for the kids....took my boys and one of their friends to basketball camp 
161,4,1825716398,Sun May 17 06:37:23 PDT 2009,NO_QUERY,rodiell,@crazyygiirl and why did you stop? it's great fun 
162,0,1969490941,Sat May 30 00:12:10 PDT 2009,NO_QUERY,LoveBecky,is home  bbq last night made me so ill i threw up and got a nasty headache 
163,0,2247846102,Fri Jun 19 19:42:51 PDT 2009,NO_QUERY,conanthebarbie,@PythonetteTwit - I want that job!  But I couldn't keep my friggin mouth shut.  You know me.  
164,4,1977390443,Sat May 30 20:53:13 PDT 2009,NO_QUERY,Rebekuh,"had fun today at the movies, saw Night at the museum battle of the smithsonian  it was hilarious xD"
165,0,1833622280,Sun May 17 23:53:37 PDT 2009,NO_QUERY,SakuraKasugano,The earthquake scared me cuz u never kno when if it's gonna b huge. Was @ Dru's on the second floor. Earthquakes + multistory buildings = 
166,0,1982696138,Sun May 31 11:43:19 PDT 2009,NO_QUERY,Bianca_Bonnett,@BeShayBe Im gonna give ubertwitter a try b/c i nvr knw when i get tweets 
167,0,1999489273,Mon Jun 01 20:18:27 PDT 2009,NO_QUERY,samuraikitten,@redsonya I am so sorry sweetie   I wish I could help.
168,4,1985456901,Sun May 31 17:08:20 PDT 2009,NO_QUERY,AshleyLaur,"@jeweljk Just an FYI- anytime you wanna post more video blogs of you signing new songs, we're up for it!! "
169,0,2059875550,Sat Jun 06 17:48:51 PDT 2009,NO_QUERY,AmaniBoo,@souljaboytellem i can't i suck  you do better than me i once tried to draw your soulja boy tell 'em series cartoon. didn't go well....
170,4,2052561900,Sat Jun 06 01:09:37 PDT 2009,NO_QUERY,St_Sebas,"Yay for free public transport, now to deploy this nationwide "
171,0,1956354715,Thu May 28 21:42:03 PDT 2009,NO_QUERY,HoddieMaine,So i totally went to watch the new kyte vids by @30SECONDSTOMARS but jesus those fans are crazy. There's no point in even trying to chat. 
172,0,1694347775,Mon May 04 02:12:42 PDT 2009,NO_QUERY,meetheed,No drink for me 2day. I'm officially a pppeeeeevvvv dodger 
173,0,1556916034,Sun Apr 19 01:00:01 PDT 2009,NO_QUERY,clarashin,it sucks cuz i sorta want to sleep but the friend's hubby is watching tv on my bed (i.e. the couch). I'm sad 
174,4,1997443730,Mon Jun 01 16:51:37 PDT 2009,NO_QUERY,Jjp137,@samiii24 You're welcome 
175,0,1882292973,Fri May 22 06:36:20 PDT 2009,NO_QUERY,southerngirl31,@BigDaddyTodd Why did @jdawgnat get a breakfast taco...and not me? 
